time_s,cell_voltage_V,pack_current_A,pump_current_A,ambient_temperature_C,surface_left_true_C,surface_left_sensor_C,surface_right_C,cell_mean_temperature_C,anomaly_coolant_pump_failure,anomaly_single_cell_thermal_runaway,anomaly_temperature_sensor_bias,anomaly_labels
24.4,3.8907,-39.7597,2.1000,24.5770,27.9359,27.9359,28.0082,28.0000,0,0,0,normal
24.5,3.8906,-39.7621,2.1000,24.5773,28.0409,28.0409,27.9863,28.0000,0,0,0,normal
24.6,3.8905,-39.7648,2.1000,24.5776,27.9873,27.9873,27.9727,28.0000,0,0,0,normal
24.7,3.8904,-39.7678,2.1000,24.5778,27.9936,27.9936,28.0707,28.0000,0,0,0,normal
24.8,3.8902,-39.7710,2.1000,24.5781,28.0368,28.0368,27.9915,28.0000,0,0,0,normal
24.9,3.8901,-39.7745,2.1000,24.5783,28.2002,28.2002,28.0598,28.0000,0,0,0,normal
25.0,3.8900,-39.7782,2.1000,24.5786,27.9745,27.9745,27.9859,28.0000,0,0,0,normal
25.1,3.8899,-39.7821,2.1000,24.5789,28.1205,28.1205,27.9971,28.0000,0,0,0,normal
25.2,3.8898,-39.7864,2.1000,24.5791,28.0149,28.0149,28.0176,28.0000,0,0,0,normal
25.3,3.8896,-39.7908,2.1000,24.5794,27.9990,27.9990,27.9467,28.0000,0,0,0,normal
